page_slug,page_url,content_type,image_url,local_file,alt,title,kind,source,status,error
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/Servicii-Pagina-inscriere.png,../images/posts/home/Servicii-Pagina-inscriere.png,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/Servicii-Pagina-prezentare.png,../images/posts/home/Servicii-Pagina-prezentare.png,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/Servicii-Secventa-emailuri.png,../images/posts/home/Servicii-Secventa-emailuri.png,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/Servicii-Raport-funnel.png,../images/posts/home/Servicii-Raport-funnel.png,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/Invitatie_Ionut_Ojica_q800.png,../images/posts/home/Invitatie_Ionut_Ojica_q800.png,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/2024-Testimonial-CristinaNicoleta.jpg,../images/posts/home/2024-Testimonial-CristinaNicoleta.jpg,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/20231218-Testimonial-AlinaBirca-CristinaNicoleta-e1707002351374.jpg,../images/posts/home/20231218-Testimonial-AlinaBirca-CristinaNicoleta-e1707002351374.jpg,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/2023-Testimonial-CorneliaSingeorzan-1.jpg,../images/posts/home/2023-Testimonial-CorneliaSingeorzan-1.jpg,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/2023-Testimonial-CristinaMaricescu-1.jpg,../images/posts/home/2023-Testimonial-CristinaMaricescu-1.jpg,,,img,markdown_extract,ok,
home,https://ionutojica.ro/,post,https://ionutojica.ro/wp-content/uploads/2024/02/20200314_Ionut_Ojica_q800.jpg,../images/posts/home/20200314_Ionut_Ojica_q800.jpg,,,img,markdown_extract,ok,
